region,solar,wind,hours,years,inter,intra,std,mean
PJM,0.25,0.25,-1,13,8.625509210673924,3.332182119289696,9.297224953520313,139.64254935573047
PJM,0.25,0.5,-1,13,8.664673838893856,4.281064214252135,9.721185778618565,134.4512918541598
PJM,0.5,0.0,-1,13,7.60492356899491,2.930099762505459,8.24252092164555,151.3850683674465
PJM,0.5,0.25,-1,13,8.009976218296385,3.7926019861728175,8.94485090955287,138.75703015076672
PJM,0.5,0.5,-1,13,7.783104940099221,4.78553573370789,9.254992217114518,133.08958047461482
PJM,0.0,0.0,-1,9,8.943165648846369,1.384359949330905,9.079780426059438,167.77811318809768
PJM,0.0,0.25,-1,9,10.412788042000933,1.6538316976265386,10.561415251759911,159.94711478735866
PJM,0.0,0.5,-1,9,10.474181041728132,2.0748816917116244,10.728820441870702,157.31276572837922
PJM,0.25,0.0,-1,9,6.779705415349733,3.0952307992184696,7.546731530294119,154.75719027838397
PJM,0.25,0.25,-1,9,6.862919209921444,3.4634259581797027,7.705756590638997,142.79404108957357
PJM,0.25,0.5,-1,9,6.878896958219778,4.373159559135159,8.200622355850692,137.71960375940554
PJM,0.5,0.0,-1,9,6.606198848105752,3.1610733376094413,7.440450078656878,154.45843060209782
PJM,0.5,0.25,-1,9,6.181400106760719,4.014743425094498,7.425519953299848,141.75517881118347
PJM,0.5,0.5,-1,9,5.958097983689946,4.990566175909534,7.898369940491885,136.11791622138446
NYISO,0.0,0.0,-1,8,6.832399869449015,1.1301869764874968,6.9330568371034325,170.2339499373548
NYISO,0.0,0.25,-1,8,7.840292704286528,1.3863880936733408,7.990710299342926,160.88286869233676
NYISO,0.0,0.5,-1,8,8.380119238269756,1.7482634704333109,8.579957208026597,156.74307065075598
NYISO,0.25,0.0,-1,8,6.360220486033927,3.3541530875384087,7.288402928279199,151.529142024823
NYISO,0.25,0.25,-1,8,6.906470222104047,3.5770563290854818,7.895017137477016,139.36300978536562
NYISO,0.25,0.5,-1,8,6.442467574020028,4.334531645912566,7.951247070593021,134.27885984112982
NYISO,0.5,0.0,-1,8,6.152103739725799,3.5961983866731986,7.220150123378642,150.81806742792625
NYISO,0.5,0.25,-1,8,6.589036652157028,3.8339184038650833,7.742751546249014,138.0023992715324
NYISO,0.5,0.5,-1,8,5.9004127347392,4.687283145022679,7.746100756429613,132.43749578043534
NYISO,0.0,0.0,-1,16,8.6102383527607,1.1718173720729506,8.696998990310473,170.2782730920308
NYISO,0.0,0.25,-1,16,9.220866715470958,1.5367616687498329,9.378729139938036,160.90910938648045
